	User	Histories	Behaviors
107	U107	B106754 B186570 B173330 B33411 B159030 B106620 B133613 B30874	B68684-0 B86070-0 B163750-0 B32680-0 B39485-0 B24261-0 B94262-0 B66201-0 B47458-0 B146754-0 B97816-0 B56929-0 B55406-0 B159504-0 B113726-0 B123314-0 B120577-0 B201314-0 B60044-0 B154188-0
109	U109	B10600 B53196 B204940 B182554	B131572-0 B162273-0 B115104-0 B133337-0 B103618-0 B54630-0 B122756-0 B134091-0 B210827-0 B33647-0 B155190-0 B153845-0 B143428-0 B130493-0 B12870-0 B39332-0 B7934-0 B88974-1 B9374-0 B117782-0
110	U110	B75804 B174281 B50032 B169160 B122219 B185393	B152733-0 B90171-0 B134452-0 B52162-0 B75694-0 B172727-0 B68852-0 B154417-0 B31522-0 B28650-0 B108093-0 B131465-0 B133677-0 B36967-0 B193983-0 B103300-0 B63861-0 B133192-0 B28807-0 B158661-0
111	U111	B187456 B35150 B46581 B40573 B16743 B47560 B83966 B41532	B17798-0 B177305-0 B127695-0 B186487-0 B39424-0 B197902-0 B81499-0 B183416-0 B48239-0 B9333-0 B131055-0 B103050-0 B14581-1 B6114-0 B188861-0 B113448-0 B207708-0 B138246-0 B100525-0 B105741-0
112	U112	B42497 B209447 B112375	B6755-0 B133446-0 B97541-0 B2770-0 B97650-0 B141332-0 B49673-0 B97-0 B156906-0 B60761-0 B165312-0 B147524-0 B14525-0 B136958-0 B116359-0 B179292-0 B50866-0 B129640-0 B164325-0 B21387-0
113	U113	B133192 B98606 B36711 B116723 B62892 B41203	B183417-0 B166702-0 B37107-0 B168710-0 B51231-0 B61368-0 B125152-0 B5733-0 B13677-0 B132382-0 B15485-0 B30115-0 B6686-0 B132110-0 B62528-1 B207105-0 B105168-0 B168427-0 B172362-0 B157594-0
114	U114	B54342	B179925-0 B46317-0 B119023-0 B100473-0 B71415-0 B12927-0 B135786-0 B114522-0 B86814-0 B28881-0 B46234-0 B149312-0 B10260-0 B199777-0 B15742-0 B64774-0 B96140-0 B61204-0 B201395-0 B19798-0
115	U115	B182227 B27884 B16434 B79791 B211657	B7033-0 B128526-0 B119470-0 B122782-0 B130779-0 B100246-0 B64285-0 B205411-0 B27209-0 B19730-0 B25270-0 B112268-0 B40065-0 B75098-0 B182529-0 B162841-0 B27875-0 B30545-0 B189009-0 B151966-0
116	U116	B27338 B51547 B144055 B107945 B147816	B48568-0 B195429-0 B65047-0 B148007-0 B188278-0 B133326-0 B129-0 B16070-0 B18067-1 B196837-0 B48888-0 B55578-0 B80768-0 B171930-0 B130308-0 B190639-0 B140913-0 B149607-0 B44612-0 B1747-0
118	U118	B24459 B45539 B203525	B119770-0 B195780-0 B64388-0 B169840-0 B44294-0 B68118-0 B151232-0 B163074-0 B154865-0 B154659-0 B20481-0 B28972-0 B123223-0 B37721-0 B145499-0 B55603-0 B60044-0 B97687-0 B189908-0 B186836-0
119	U119	B102798 B142503 B157498	B154567-0 B105371-0 B879-0 B101325-0 B166281-0 B98048-0 B54322-0 B57371-0 B6168-0 B36211-0 B40912-0 B105020-0 B69104-0 B50951-0 B121341-0 B168122-0 B162221-0 B22075-0 B147816-0 B116393-0
120	U120	B62936 B93244 B182554 B153704 B152765 B24474 B25963 B125247	B40008-0 B5347-0 B71629-0 B55167-0 B19343-0 B110975-0 B156172-0 B86703-0 B8104-0 B195070-0 B134734-0 B45241-0 B112366-0 B192496-0 B168244-0 B6660-0 B127309-0 B33441-0 B146011-0 B11276-0
121	U121	B119376 B51016 B150772 B69392 B182249 B34120 B211455	B184953-0 B99209-0 B203203-0 B14416-0 B138444-0 B53716-0 B125189-0 B136800-0 B170341-0 B175433-0 B140975-0 B42051-0 B183634-0 B130344-0 B197101-0 B190566-0 B70094-0 B187515-0 B50668-0 B163750-0
122	U122	B153970 B6073 B115209 B183398 B23516 B183758	B125537-0 B185762-0 B65031-0 B41942-0 B136600-0 B196837-0 B188085-0 B191954-0 B143500-0 B30435-0 B158559-0 B151192-0 B200406-0 B170277-0 B191038-0 B128780-0 B91719-0 B58287-0 B168122-0 B52751-0
123	U123	B41919 B58704 B122723	B24097-0 B210306-0 B168621-0 B75799-0 B142758-0 B192529-0 B43671-0 B158615-0 B197734-0 B54228-0 B52525-0 B25678-0 B201252-0 B72614-0 B49599-0 B170336-0 B42801-0 B45376-0 B202387-0 B44405-0
124	U124		
125	U125	B192558 B177758 B172997 B5268 B67744 B137968 B27385 B210405	B30852-0 B54094-0 B42190-0 B175284-0 B124890-0 B51508-0 B16070-0 B24012-0 B53001-0 B129135-0 B25333-0 B15151-0 B198943-0 B9445-0 B117469-0 B30115-0 B198698-0 B180960-0 B200749-0 B191138-0
126	U126	B4930 B106698 B179068 B157233 B104864 B45674 B90132	B71460-0 B163750-0 B36488-0 B166269-0 B156478-0 B13615-0 B189089-0 B77690-0 B9182-0 B125495-0 B44330-0 B66767-0 B99651-0 B15129-0 B110179-0 B209447-0 B27661-0 B28598-0 B156912-0 B67433-0
127	U127	B44822 B161483 B135784 B202264 B203616 B16298 B36930 B116310	B116726-0 B171325-0 B19108-0 B26524-0 B12872-0 B85703-0 B47128-0 B84877-0 B47363-0 B101942-0 B85871-0 B166172-0 B35047-0 B203062-0 B141328-0 B24571-0 B198825-0 B112340-0 B3580-0 B201847-0
128	U128	B118150 B64066 B92578	B52386-0 B106716-0 B190273-0 B42618-0 B199451-1 B159745-0 B101101-0 B150445-0 B32012-0 B139797-0 B201208-0 B33622-0 B126753-0 B126974-0 B32597-0 B119111-0 B170993-0 B140013-0 B7673-0 B63820-0
129	U129	B48112 B196329 B57628 B107187	B17513-0 B171067-0 B183672-0 B143500-0 B31779-0 B87956-0 B70748-0 B147283-0 B2351-0 B173618-0 B171862-0 B201394-0 B168547-0 B69104-0 B156030-0 B169884-0 B156743-0 B78846-0 B130601-0 B190016-0
130	U130	B144468 B148090 B158983	B59495-0 B141159-0 B70066-0 B157870-0 B134107-0 B120021-0 B194463-0 B47128-0 B59262-0 B85130-0 B95048-0 B95755-0 B54781-0 B22678-0 B123430-0 B24097-0 B28138-0 B113072-0 B162116-0 B125965-1
131	U131	B129277 B27652 B137665 B97677 B87190 B68773	B13721-0 B44109-0 B99157-0 B207111-0 B175085-0 B100121-0 B98687-0 B2407-0 B52435-0 B56383-0 B86788-0 B95958-0 B61716-0 B138914-0 B24238-0 B184505-0 B15045-0 B6332-0 B50353-0 B17189-0
132	U132	B175046 B95692 B144795 B193368	B95396-0 B160236-0 B92241-0 B50339-0 B186142-0 B178949-0 B93429-0 B172984-0 B34105-0 B98048-0 B44436-0 B169744-0 B46088-0 B162022-0 B1274-0 B166014-0 B11058-0 B211736-0 B168960-0 B66172-0
133	U133	B73531 B143733 B141558 B8854	B5445-0 B58963-0 B51282-0 B168256-0 B108074-0 B151259-0 B129493-0 B28996-0 B130506-0 B123046-0 B24069-0 B161675-0 B194454-0 B47452-0 B134411-0 B63824-0 B139011-0 B15307-0 B11880-0 B90644-0
134	U134	B131252 B114964 B57226 B152378 B127268 B68874 B155030 B185777 B89142 B47280 B136911 B92035	B44916-0 B57744-0 B41467-0 B177736-0 B75261-0 B22065-0 B177566-0 B128566-0 B197101-0 B132648-0 B47989-0 B163030-0 B23613-0 B26242-0 B37179-0 B45142-0 B182854-0 B182342-0 B32752-0 B42790-0
135	U135	B14157 B202177 B145926 B120714 B160296 B21706	B117469-0 B78119-0 B14236-0 B2302-0 B152816-0 B154998-0 B132420-0 B19108-0 B175290-0 B128162-0 B141973-0 B192778-0 B190566-0 B174590-0 B24175-0 B166427-0 B95606-0 B199232-0 B15310-0 B140532-0
136	U136	B5297 B192558 B81881	B69410-0 B32235-0 B16058-0 B51217-0 B55422-0 B152621-0 B50434-0 B108698-0 B39564-0 B194463-0 B67754-0 B62746-0 B107689-0 B46912-0 B107060-0 B123720-0 B98385-0 B188458-0 B171437-0 B133159-0
137	U137	B98822 B19028 B162363 B457	B152412-0 B7673-0 B99651-0 B74064-0 B92610-0 B9397-0 B175102-0 B189629-0 B423-0 B50860-0 B56782-0 B16273-0 B24182-0 B169056-0 B123985-0 B209756-0 B188923-0 B125441-0 B192588-0 B2780-0
139	U139	B166568 B163008 B58725 B97593	B3059-0 B206643-0 B140072-0 B144133-0 B66062-0 B76253-0 B41070-0 B90589-0 B53840-0 B5445-0 B110975-0 B48280-1 B64964-0 B77052-0 B130119-0 B51928-0 B98048-0 B166796-0 B125222-0 B102119-0
140	U140	B36711 B46150 B22846	B111760-0 B14810-0 B67533-0 B160236-0 B128872-0 B15571-0 B165802-0 B166094-0 B130834-0 B186570-0 B67364-0 B201173-0 B79258-0 B162416-0 B20481-0 B38547-0 B140054-0 B98969-0 B112062-0 B197064-0
141	U141	B27884 B35680 B132199 B5088 B54212 B36325 B65758	B100974-0 B55215-0 B22227-0 B69392-0 B24567-0 B70407-0 B75497-0 B169164-0 B146902-0 B51547-0 B149887-0 B111801-0 B58301-0 B98175-0 B138521-0 B155265-0 B100084-0 B109347-1 B111959-0 B119470-0
142	U142		
143	U143	B166415 B207203 B9173 B167318 B169139 B97047 B112047 B110053 B178234 B54322 B14863 B3252 B102324 B19152 B122577	B14147-0 B76724-0 B181683-0 B182557-0 B180483-0 B84385-0 B53358-0 B78189-0 B129587-0 B69447-0 B165589-0 B28365-0 B165960-0 B12577-0 B65297-0 B57211-0 B21460-0 B107176-0 B34370-0 B192091-0
144	U144	B142384 B63820 B47435 B64892 B46494	B200346-0 B155170-0 B192496-0 B138401-0 B130700-0 B12290-0 B100775-0 B106616-0 B64993-0 B115936-0 B126822-0 B33523-0 B207084-0 B153533-0 B10937-0 B171452-0 B166491-0 B200406-0 B155101-0 B8593-0
145	U145	B157982 B121311 B125604 B48261	B182776-0 B136298-0 B182227-0 B102034-0 B133509-0 B7135-0 B60857-0 B23151-0 B31132-0 B16141-0 B154877-0 B38301-0 B126642-0 B156311-0 B104350-0 B34990-0 B212313-0 B137397-0 B211783-0 B42618-0
146	U146	B117920 B196464 B13578 B8159 B7673 B174367 B153322 B177631	B23438-0 B151261-0 B30513-1 B7408-0 B128442-0 B188759-0 B31601-0 B129831-0 B184185-0 B47363-0 B101862-0 B131273-0 B131059-0 B70211-0 B51775-0 B117366-0 B161499-0 B40154-0 B190198-0 B153533-0
147	U147	B100832 B161483 B109410 B168465 B166641 B138582	B172084-0 B73283-0 B100847-0 B147822-0 B16637-0 B54336-0 B98293-0 B177000-0 B135865-0 B50190-0 B20437-1 B57300-0 B36420-1 B107296-0 B46923-0 B51702-0 B107605-0 B40154-0 B138870-0 B105832-0
148	U148	B164657 B68135 B6117 B41991 B149914 B2740 B56075 B82268 B166281	B193008-0 B173330-0 B48753-0 B29697-0 B142036-0 B106032-0 B196877-0 B196260-0 B105459-0 B63532-0 B131439-0 B171930-0 B181220-0 B58980-0 B140759-0 B105674-0 B184647-0 B4191-0 B1834-0 B38278-0
149	U149	B192869 B17762 B72635	B59722-0 B45685-0 B194798-0 B68987-0 B56599-0 B28749-0 B194920-0 B166281-0 B139866-0 B23916-0 B14081-0 B19343-0 B199777-0 B132356-0 B181584-0 B57371-0 B111358-0 B58203-0 B173511-0 B136687-0
150	U150	B180338 B144615 B207228 B142578	B112728-0 B135853-0 B203244-0 B104903-0 B138593-0 B116836-0 B47980-0 B149586-0 B13415-0 B138477-1 B201842-0 B15642-0 B166649-0 B31940-0 B74064-0 B78222-0 B52308-0 B110416-0 B100471-0 B36371-0
151	U151	B179409 B186661 B172337 B83210 B108777 B146274 B94896	B20912-0 B59766-0 B109251-0 B90589-0 B180338-0 B3113-0 B120367-0 B160439-0 B136111-0 B138587-0 B138975-0 B14931-0 B31490-0 B101270-0 B10299-0 B23564-0 B188940-0 B73101-0 B197161-0 B111959-0
152	U152	B143500 B112665 B184375	B45762-0 B25052-0 B199451-0 B141511-0 B154476-1 B12198-0 B78123-1 B168023-0 B132538-0 B156911-1 B41445-0 B37721-0 B133860-0 B14581-0 B156182-0 B122818-0 B109455-1 B155889-0 B198419-0 B84202-0
153	U153	B27983 B198541 B70515 B127420	B93204-0 B88770-0 B139731-0 B55844-0 B18384-0 B193363-0 B106705-0 B100659-0 B11801-0 B65715-0 B193655-0 B149177-0 B127600-0 B123289-0 B90241-0 B6135-0 B28935-0 B153679-0 B190566-0 B167476-0
154	U154	B143500 B105813 B192496 B59882 B71186	B7408-0 B123422-0 B207877-0 B128644-0 B120287-0 B73304-0 B199895-0 B5112-0 B137405-0 B138850-0 B135983-1 B14966-0 B163889-1 B175054-0 B56435-0 B147529-0 B28590-1 B25328-0 B106266-0 B40065-0
155	U155	B4226 B69153 B89302	B123428-0 B10559-0 B198271-0 B157683-0 B194467-1 B99145-0 B166121-1 B102970-0 B103181-0 B55314-0 B62394-0 B125822-0 B16672-0 B26859-0 B111701-0 B3093-0 B68958-0 B143870-0 B127602-0 B180489-0
156	U156	B87211 B103274 B71264 B4177 B43260 B65830	B199149-0 B99414-0 B49570-0 B173385-0 B49155-0 B182491-0 B61844-0 B11548-0 B129981-0 B5592-0 B38515-0 B65903-0 B48034-0 B48468-0 B124073-0 B210987-0 B201749-0 B163224-0 B52153-0 B36216-0
157	U157	B158583 B163008 B32470	B26363-0 B118633-0 B59834-0 B196211-0 B112415-0 B142688-0 B56845-0 B92015-0 B97247-0 B15538-0 B162978-0 B146817-0 B144047-0 B191371-0 B130900-0 B144607-0 B145737-0 B211697-0 B148819-0 B110954-0
158	U158	B58757 B113906 B78692 B2662 B113646	B173972-0 B139035-0 B180029-0 B121747-0 B66943-0 B38419-1 B139206-0 B142487-0 B188033-0 B211170-0 B106754-0 B200484-0 B106059-0 B97545-0 B91999-0 B102828-0 B101038-0 B126214-0 B189654-0 B158423-0
159	U159	B147584 B30811 B84316 B114412	B127004-0 B74692-0 B67524-0 B36960-0 B170050-0 B30224-0 B27338-0 B134593-0 B93811-0 B197101-0 B99602-0 B197986-0 B148026-0 B84417-0 B35999-0 B46014-0 B5772-0 B175396-0 B64964-0 B183775-0
160	U160	B9459 B142142 B74850 B879 B98560 B58725 B95606	B21005-1 B19028-0 B23262-0 B83236-0 B185461-0 B47934-0 B127525-0 B78698-0 B131716-0 B75688-0 B145303-0 B190369-0 B166554-0 B165312-0 B114271-0 B75261-0 B67038-0 B166674-1 B149496-0 B99695-0
161	U161	B109041 B120324 B19398 B25377	B38496-0 B183931-0 B134524-0 B161764-0 B132409-0 B164160-0 B55314-0 B86441-0 B81236-0 B42615-0 B45093-0 B17305-0 B185663-0 B171007-0 B98165-0 B116908-0 B199221-0 B197362-0 B41956-0 B185139-0
162	U162	B80249 B161850 B49477 B180855 B39066 B21746 B150267 B90136 B66925 B205681	B137008-0 B6200-1 B40041-0 B145949-0 B7602-0 B171521-0 B18458-0 B164404-0 B204940-0 B162089-0 B184656-0 B69114-0 B208453-0 B200125-0 B65031-0 B51749-0 B17635-0 B86940-0 B153361-0 B206830-0
163	U163	B122947 B169840 B188458	B137249-0 B198703-1 B8394-0 B149705-0 B134488-0 B209777-0 B60972-0 B118934-0 B148376-0 B134091-0 B208211-0 B139141-0 B203278-0 B134314-0 B132778-0 B5614-0 B198275-0 B189623-0 B209322-0 B4980-0
164	U164	B28612 B186258 B39029 B131750 B150937	B14842-0 B156744-0 B164544-0 B13474-0 B118457-0 B65021-0 B54610-0 B18129-0 B158169-0 B168087-0 B139710-0 B140689-0 B22980-0 B58725-0 B24142-0 B166109-0 B185101-0 B76592-0 B78263-0 B176247-0
165	U165	B151065 B151497 B36237	B119816-0 B195874-0 B24091-0 B169252-0 B138444-0 B119038-0 B158870-0 B190837-0 B52444-0 B111909-0 B71940-0 B139956-0 B2206-0 B11458-0 B39485-0 B126213-0 B129712-0 B156997-0 B66991-0 B1745-0
166	U166	B16743 B52158 B28504 B110068 B103146 B159763 B83966 B139565 B29295 B70515	B203142-0 B423-0 B118843-0 B70-0 B48624-0 B46234-0 B119143-0 B73283-0 B114610-0 B187856-0 B176936-0 B190744-0 B7342-0 B91982-0 B52893-0 B167533-0 B127433-0 B118730-1 B70830-0 B76571-0
167	U167	B99226 B117219 B171172 B2407 B180130 B102440	B32265-0 B17222-0 B189283-0 B134658-0 B76340-0 B149684-0 B31522-0 B24925-0 B109451-0 B11534-0 B28775-0 B96518-0 B190349-0 B116949-0 B153034-0 B178154-0 B128499-0 B169151-0 B65808-0 B132538-0
168	U168	B51517 B67917 B188282 B59495 B4289	B37032-0 B91908-0 B44721-0 B176980-0 B1521-0 B8860-0 B106762-0 B191583-0 B203616-0 B23030-0 B188459-0 B186408-0 B166344-1 B167515-0 B40497-0 B126883-0 B154642-0 B206643-0 B9995-0 B164511-0
169	U169	B75183 B49434 B159915 B135996	B41399-0 B201941-0 B111950-0 B188992-0 B2658-0 B137752-0 B1570-0 B33441-0 B15475-0 B171863-0 B68321-0 B127682-0 B70407-0 B3968-0 B185583-0 B9206-0 B144624-0 B145286-0 B100700-0 B58798-0
170	U170	B157342 B186255 B65321 B102828	B110039-0 B137744-0 B89530-0 B161586-0 B192496-0 B145872-0 B120952-0 B5125-0 B91470-0 B168646-0 B108074-0 B73169-0 B24028-0 B203985-0 B166019-0 B73052-0 B102049-0 B39315-0 B179925-0 B26003-0
171	U171	B166885 B1472 B70061	B171217-0 B111970-0 B67533-0 B25335-0 B184838-0 B16108-0 B33887-0 B198698-0 B163709-0 B60972-0 B23598-0 B126213-0 B153660-0 B126642-0 B138166-0 B45539-0 B60065-0 B7270-0 B21880-0 B143492-0
172	U172	B166485 B157291 B140626 B188940 B170587	B9459-0 B147987-0 B198549-0 B6875-0 B182262-0 B90890-0 B189829-0 B63948-0 B5110-0 B10107-0 B21868-0 B148509-0 B199878-0 B195775-0 B97086-0 B208929-0 B6204-0 B70515-0 B165589-0 B23598-0
173	U173		
174	U174	B6755 B121802 B182554 B53196	B164643-0 B54855-0 B189536-0 B122503-0 B69384-0 B50099-0 B157927-0 B177587-0 B174413-0 B181347-0 B16028-0 B166702-0 B146354-0 B198948-0 B63768-0 B88974-1 B94591-0 B71264-0 B164937-0 B50951-0
175	U175	B190699 B125070 B36216	B167474-0 B145198-0 B188266-0 B68118-0 B139309-0 B47989-0 B96334-0 B85633-0 B122869-0 B154918-0 B211411-0 B84517-0 B80020-0 B202465-0 B137744-0 B135784-0 B165860-0 B186602-0 B125222-0 B137004-0
176	U176	B70043 B143084 B30551	B96266-0 B167603-0 B25220-0 B171782-0 B87596-0 B68773-0 B113083-0 B129429-0 B58798-0 B70515-0 B138547-0 B134816-0 B84318-0 B86315-0 B18424-0 B39372-0 B121429-0 B17685-0 B12945-0 B31684-0
177	U177	B81881 B65426 B29497 B35458 B87471 B146795	B188282-1 B49845-0 B211250-0 B121984-0 B19152-0 B102980-0 B58187-0 B197960-0 B158380-0 B160335-0 B199449-0 B47627-0 B27983-0 B66201-0 B7192-0 B185773-0 B18464-0 B187417-0 B62394-0 B209783-0
178	U178	B186759 B189829 B85903 B158735 B6426 B122503 B203244 B116726 B51928 B57797	B61844-0 B15328-0 B57402-0 B56667-0 B7444-0 B109253-0 B61046-0 B130467-0 B186602-0 B96990-0 B197824-0 B127619-0 B169450-0 B84470-0 B7378-0 B56280-0 B5849-0 B29863-0 B5292-0 B91797-0
179	U179	B112645 B53358 B10258 B163811 B189121 B111898	B83630-0 B110015-0 B50662-0 B161496-0 B188005-0 B140532-0 B136259-0 B121015-0 B72396-0 B45674-0 B36462-0 B43641-0 B46258-0 B154055-0 B129725-0 B120420-0 B88001-0 B158339-0 B14025-0 B145286-0
180	U180	B13328 B32686 B127826 B211455 B26951	B160000-0 B138917-0 B1773-0 B27709-0 B30630-0 B74683-0 B130784-0 B142246-0 B73267-0 B18384-0 B124449-0 B115960-0 B31175-0 B184172-0 B112939-0 B116310-0 B183714-0 B121468-0 B106032-0 B91072-0
181	U181	B126443 B185218 B203203 B173086 B154998	B14081-0 B185660-0 B141820-0 B46258-0 B150302-0 B143956-0 B7486-0 B111171-0 B154905-0 B195058-0 B93819-0 B17583-0 B88071-0 B123826-0 B186136-0 B136529-0 B129900-0 B76908-0 B25590-0 B30634-0
182	U182	B24938 B50190 B165643 B23516 B153970	B117069-0 B136302-0 B70927-0 B155019-0 B113072-0 B188531-0 B84083-0 B18590-0 B18350-0 B7496-0 B141710-0 B194638-0 B81310-0 B144047-0 B172727-0 B147172-0 B179189-0 B183634-0 B93332-0 B117069-0
183	U183	B150881 B208643 B7861 B196330 B190822 B10645	B162685-0 B101484-0 B60948-0 B130863-0 B18045-0 B96619-0 B66612-0 B4455-0 B141332-0 B60445-0 B94180-0 B44109-0 B36158-0 B166549-0 B69858-0 B132237-0 B191191-0 B60532-0 B28002-0 B152815-0
184	U184	B60454 B28197	B35831-0 B28054-0 B158343-0 B121952-0 B55787-0 B12140-0 B73531-0 B36219-0 B194467-0 B12635-0 B130506-0 B12841-0 B1745-0 B58725-0 B114206-0 B206489-0 B196367-0 B166554-0 B111195-0 B28138-0
186	U186	B118224 B123163 B132987	B136958-0 B183417-0 B105871-0 B14831-0 B198365-0 B139661-0 B208491-0 B51203-0 B196090-0 B8808-0 B40952-0 B36232-0 B154659-0 B87124-0 B154660-0 B4485-0 B162136-0 B28304-0 B200-0 B53965-0
187	U187	B36228 B30897 B184709	B152203-0 B12927-0 B41213-0 B195679-0 B197143-0 B48425-0 B98600-0 B113220-0 B186449-0 B49417-0 B63155-1 B46014-0 B150356-0 B155097-0 B146624-0 B56667-0 B134658-0 B61980-0 B100338-0 B105747-0
188	U188	B48199 B98600 B68958 B99615	B97238-0 B7074-0 B116781-0 B53540-1 B166019-0 B47872-0 B122571-0 B188992-0 B170918-0 B116949-0 B167611-0 B67325-0 B50024-0 B148410-0 B61175-0 B183099-1 B6939-0 B24424-0 B170640-0 B4443-0
189	U189	B60771	B189494-0 B24558-0 B25270-0 B55505-0 B51547-0 B150356-0 B160335-0 B17762-0 B50024-0 B131273-0 B95654-0 B165312-0 B161618-0 B112392-0 B6204-0 B59085-0 B196830-0 B111013-0 B423-0 B98736-0
190	U190	B76584	B200693-0 B30278-0 B164858-0 B125587-0 B177176-0 B129422-0 B12473-0 B188182-0 B36922-0 B44417-0 B181584-0 B163797-0 B55343-0 B150239-0 B75225-0 B4774-0 B128248-0 B1570-0 B122936-0 B7134-0
191	U191		
192	U192	B124890 B87306 B107480 B22075 B143990 B196909	B14905-0 B198948-0 B123363-0 B128201-0 B32608-0 B168313-0 B160771-0 B58963-0 B48970-0 B2392-0 B209960-0 B205455-0 B51130-0 B99103-0 B155393-0 B153959-0 B59405-0 B29497-0 B42969-0 B3052-0
193	U193	B73119 B117965 B81881	B167880-0 B211554-0 B164192-0 B140638-0 B127551-0 B163046-0 B41953-0 B18464-0 B86985-0 B54755-0 B182999-0 B154633-0 B130969-0 B195811-0 B131281-0 B170086-0 B116380-0 B180496-0 B117824-0 B2727-0
194	U194	B154124 B1904 B101101 B47627 B42531 B50716	B203256-0 B11741-0 B107334-0 B138766-0 B127252-0 B57501-0 B59767-0 B193354-0 B37314-0 B103521-0 B162098-0 B15241-0 B11457-0 B140748-0 B154087-0 B2614-0 B19654-0 B26026-0 B163534-0 B138022-0
195	U195		
196	U196	B163534 B164355 B137968 B157998 B92346	B148466-0 B207084-0 B138521-0 B196936-0 B184656-0 B166427-0 B27429-0 B191019-0 B177565-0 B163778-0 B158405-0 B1753-0 B33097-0 B182557-0 B15977-0 B200974-0 B182283-0 B10238-0 B38224-0 B94750-0
198	U198	B77594 B161888 B185777 B40087 B45885 B3241 B5975 B164076 B95048 B29368	B128001-0 B36711-0 B54487-0 B11314-0 B481-0 B120324-0 B127059-0 B4646-0 B75686-0 B145040-0 B74967-0 B11554-0 B80652-0 B69013-0 B59761-0 B140865-0 B37252-0 B196539-0 B161618-0 B150175-0
199	U199		
200	U200	B53540 B72737 B127059	B74318-0 B42012-0 B71807-0 B122913-0 B49009-0 B59310-0 B167430-0 B93244-0 B127792-0 B123152-1 B53408-0 B193760-0 B52935-0 B176936-1 B188085-0 B61178-0 B70239-1 B16040-0 B76269-0 B88770-0
202	U202		
203	U203	B23092 B111830 B15770 B22280 B165312 B83121 B49677	B189546-0 B152645-0 B196365-0 B149558-0 B39570-0 B162715-0 B39372-0 B110692-0 B189337-0 B54023-0 B162136-0 B188674-0 B183230-0 B181668-0 B112498-0 B61004-0 B98659-0 B198789-0 B134411-0 B167393-0
204	U204	B26366 B152637 B165936	B133006-0 B103300-0 B3381-0 B19028-0 B210619-0 B87726-0 B176150-0 B52095-0 B149523-0 B16129-0 B196309-0 B30671-0 B46694-0 B90240-0 B57027-0 B116740-0 B43957-0 B145949-0 B137665-0 B164829-0
205	U205	B75983 B153687	B135119-0 B53716-0 B88071-0 B7354-0 B16637-0 B151540-0 B105696-0 B2302-0 B152823-0 B63068-0 B107480-0 B8689-0 B153695-0 B73178-0 B122577-0 B168113-0 B72774-0 B146926-0 B76883-0 B170918-0
206	U206	B51963 B123345 B205515	B48199-0 B208762-0 B160096-0 B55983-0 B34370-0 B168168-0 B199994-0 B197824-0 B62627-0 B200979-0 B107334-0 B10559-0 B23138-0 B7340-0 B201385-0 B16298-0 B149558-0 B114166-1 B111520-0 B190862-0
207	U207	B171464 B105761 B63185 B107024	B64892-0 B148295-0 B121149-0 B78330-0 B24069-0 B12225-0 B48500-0 B120367-0 B65487-0 B59012-0 B62215-0 B202731-0 B143990-0 B116888-0 B7287-0 B27300-0 B209239-0 B172535-0 B165611-0 B78956-0
208	U208	B115209 B153970 B165643 B23174	B39486-0 B84036-0 B154865-0 B207708-0 B39783-0 B145286-0 B138917-0 B205556-0 B169659-0 B184370-0 B15932-0 B33784-0 B21358-0 B52098-0 B31465-0 B7977-0 B189337-0 B170304-0 B16810-0 B170978-0
209	U209	B49976 B7371 B161704	B132568-0 B102626-0 B188379-0 B104584-0 B53196-0 B42004-0 B7496-0 B166925-0 B81910-0 B198790-0 B151551-0 B6349-0 B15630-0 B124303-0 B13390-0 B108146-0 B153028-0 B173092-0 B181347-0 B26760-0
210	U210	B66799 B136508 B102597	B167968-0 B132652-0 B59043-0 B180483-0 B114209-0 B76650-0 B80973-0 B87424-0 B155888-0 B158979-0 B5592-0 B64472-0 B190768-0 B113274-0 B100773-0 B157498-0 B2059-0 B139035-0 B182811-0 B94007-0
211	U211	B196328 B136600 B94591 B89142 B104086	B25052-0 B146579-0 B54630-0 B46846-0 B55737-0 B184417-0 B128923-0 B124327-0 B132965-0 B146974-0 B41938-0 B207700-0 B113135-0 B119723-0 B176150-0 B178-0 B163474-0 B28690-0 B125500-0 B191115-0
212	U212	B62325 B133068 B167073 B14859 B186661 B158326 B21873	B35831-0 B125818-0 B144760-0 B102868-0 B207527-0 B48998-0 B159705-0 B3950-0 B117486-0 B139080-0 B146859-0 B189546-0 B161626-0 B23138-0 B103903-0 B138823-0 B72413-0 B100124-0 B58799-0 B117069-0
213	U213	B52308 B164620 B142160	B204550-0 B57079-0 B22846-0 B139709-0 B95916-0 B52203-0 B106025-0 B190862-0 B101325-0 B90942-0 B123778-0 B74399-0 B111830-0 B33647-0 B113919-0 B109303-0 B69061-0 B138982-0 B2721-0 B212075-0
214	U214	B16882 B35047 B72656 B58210 B24751 B27110 B104779 B45767 B206950 B28337 B202585	B97747-0 B212001-0 B855-0 B119389-0 B166439-0 B105031-0 B129831-0 B86110-0 B22820-0 B146760-0 B110950-0 B91908-0 B158864-0 B117333-0 B105761-0 B38135-0 B106413-0 B30852-0 B158224-0 B148955-0
215	U215	B52525 B166507 B48600	B91349-0 B118843-0 B53603-0 B170050-0 B93093-0 B79288-0 B6544-0 B136222-0 B162254-0 B158825-0 B175102-0 B162254-0 B21086-0 B8854-0 B117469-0 B192766-0 B132383-0 B170941-0 B40777-0 B176755-0
